edge_type_id target_query source_query weight_function model_template weight_sigma target_sections dynamics_params syn_weight delay distance_range
222 location=='L6'&ei=='2e1' location=='L5'&ei=='2e1' gaussianLL_Laminar exp2syn 5.0 "['basal', 'apical']" ExcToExc.json 0.00035 1.8 "[0.0, 1e+20]"
223 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' gaussianLL_Laminar exp2syn 15.0 "['somatic', 'basal']" ExcToInh.json 0.003 2.6 "[0.0, 1e+20]"
224 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' gaussianLL_Laminar exp2syn 10.0 "['somatic', 'basal']" ExcToInh.json 0.001875 2.9 "[0.0, 1e+20]"
225 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' gaussianLL_Laminar exp2syn 5.0 "['somatic', 'basal']" ExcToInh.json 0.0015 2.9 "[0.0, 1e+20]"
226 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' gaussianLL_Laminar exp2syn 15.0 "['somatic', 'basal']" ExcToInh.json 0.003 2.1 "[0.0, 1e+20]"
227 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' gaussianLL_Laminar exp2syn 10.0 "['somatic', 'basal']" ExcToInh.json 0.001875 2.4 "[0.0, 1e+20]"
228 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' gaussianLL_Laminar exp2syn 5.0 "['somatic', 'basal']" ExcToInh.json 0.0015 2.4 "[0.0, 1e+20]"
229 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' gaussianLL_Laminar exp2syn 15.0 "['somatic', 'basal']" ExcToInh.json 0.003 1.4 "[0.0, 1e+20]"
230 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' gaussianLL_Laminar exp2syn 10.0 "['somatic', 'basal']" ExcToInh.json 0.001875 1.7 "[0.0, 1e+20]"
231 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' gaussianLL_Laminar exp2syn 5.0 "['somatic', 'basal']" ExcToInh.json 0.0015 1.7 "[0.0, 1e+20]"
232 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='Sst' gaussianLL_Laminar exp2syn 15.0 ['basal'] InhToInh.json 0.000792 2.4 "[0.0, 1e+20]"
233 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='Sst' gaussianLL_Laminar exp2syn 15.0 ['basal'] InhToInh.json 0.000792 1.7 "[0.0, 1e+20]"
234 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='Sst' gaussianLL_Laminar exp2syn 15.0 ['basal'] InhToInh.json 0.0018479999999999998 2.4 "[0.0, 1e+20]"
235 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='Sst' gaussianLL_Laminar exp2syn 15.0 ['basal'] InhToInh.json 0.0018479999999999998 1.7 "[0.0, 1e+20]"
236 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='PV1' gaussianLL_Laminar exp2syn 15.0 "['somatic', 'basal']" InhToInh.json 0.0005279999999999999 2.1 "[0.0, 1e+20]"
237 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='PV1' gaussianLL_Laminar exp2syn 15.0 "['somatic', 'basal']" InhToInh.json 0.0005279999999999999 1.4 "[0.0, 1e+20]"
238 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='PV1' gaussianLL_Laminar exp2syn 15.0 "['somatic', 'basal']" InhToInh.json 0.002424 2.5 "[0.0, 1e+20]"
239 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='PV1' gaussianLL_Laminar exp2syn 15.0 "['somatic', 'basal']" InhToInh.json 0.002424 1.8 "[0.0, 1e+20]"
240 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2i1'&pop_name=='VIP' gaussianLL_Laminar exp2syn 15.0 ['basal'] InhToInh.json 0.047999999999999994 2.4 "[0.0, 1e+20]"
241 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2i1'&pop_name=='VIP' gaussianLL_Laminar exp2syn 15.0 ['basal'] InhToInh.json 0.047999999999999994 1.7 "[0.0, 1e+20]"
242 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='PV1' gaussianLL_Laminar exp2syn 15.0 "['somatic', 'basal', 'apical']" InhToExc.json 0.0024 1.1 "[0.0, 1e+20]"
243 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='Sst' gaussianLL_Laminar exp2syn 15.0 "['basal', 'apical']" InhToExc.json 0.0024 1.7 "[0.0, 1e+20]"
244 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='VIP' gaussianLL_Laminar exp2syn 15.0 "['basal', 'apical']" InhToExc.json 4.7999999999999994e-05 1.7 "[0.0, 1e+20]"
245 location=='L2'&ei=='2e1' location=='L6'&ei=='2e1' gaussianLL_Laminar exp2syn 5.0 "['basal', 'apical']" ExcToExc.json 0.00035 4.9 "[0.0, 1e+20]"
246 location=='L4'&ei=='2e1' location=='L6'&ei=='2e1' gaussianLL_Laminar exp2syn 5.0 "['basal', 'apical']" ExcToExc.json 0.00035 4.2 "[0.0, 1e+20]"
247 location=='L5'&ei=='2e1' location=='L6'&ei=='2e1' gaussianLL_Laminar exp2syn 5.0 "['basal', 'apical']" ExcToExc.json 0.00035 3.5 "[0.0, 1e+20]"
248 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' gaussianLL_Laminar exp2syn 15.0 "['somatic', 'basal']" ExcToInh.json 0.006 4.5 "[0.0, 1e+20]"
249 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' gaussianLL_Laminar exp2syn 10.0 "['somatic', 'basal']" ExcToInh.json 0.00375 4.8 "[0.0, 1e+20]"
250 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' gaussianLL_Laminar exp2syn 5.0 "['somatic', 'basal']" ExcToInh.json 0.003 4.8 "[0.0, 1e+20]"
251 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' gaussianLL_Laminar exp2syn 15.0 "['somatic', 'basal']" ExcToInh.json 0.003 3.8 "[0.0, 1e+20]"
252 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' gaussianLL_Laminar exp2syn 10.0 "['somatic', 'basal']" ExcToInh.json 0.001875 4.1 "[0.0, 1e+20]"
253 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' gaussianLL_Laminar exp2syn 5.0 "['somatic', 'basal']" ExcToInh.json 0.0015 4.1 "[0.0, 1e+20]"
254 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' gaussianLL_Laminar exp2syn 15.0 "['somatic', 'basal']" ExcToInh.json 0.003 3.1 "[0.0, 1e+20]"
255 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' gaussianLL_Laminar exp2syn 10.0 "['somatic', 'basal']" ExcToInh.json 0.001875 3.4 "[0.0, 1e+20]"
256 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' gaussianLL_Laminar exp2syn 5.0 "['somatic', 'basal']" ExcToInh.json 0.0015 3.4 "[0.0, 1e+20]"
