edge_type_id target_query source_query syn_weight dynamics_params delay weight_sigma weight_function target_sections model_template distance_range
222 location=='L6'&ei=='2e1' location=='L5'&ei=='2e1' 0.00035 ExcToExc.json 1.8 5.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
223 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 0.003 ExcToInh.json 2.6 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
224 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 0.001875 ExcToInh.json 2.9 10.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
225 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 0.0015 ExcToInh.json 2.9 5.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
226 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 0.003 ExcToInh.json 2.1 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
227 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 0.001875 ExcToInh.json 2.4 10.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
228 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 0.0015 ExcToInh.json 2.4 5.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
229 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 0.003 ExcToInh.json 1.4 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
230 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 0.001875 ExcToInh.json 1.7 10.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
231 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 0.0015 ExcToInh.json 1.7 5.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
232 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='Sst' 0.000792 InhToInh.json 2.4 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
233 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='Sst' 0.000792 InhToInh.json 1.7 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
234 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 InhToInh.json 2.4 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
235 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 InhToInh.json 1.7 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
236 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 InhToInh.json 2.1 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
237 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 InhToInh.json 1.4 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
238 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='PV1' 0.002424 InhToInh.json 2.5 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
239 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='PV1' 0.002424 InhToInh.json 1.8 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
240 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 InhToInh.json 2.4 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
241 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 InhToInh.json 1.7 15.0 gaussianLL_Laminar ['basal'] exp2syn "[0.0, 1e+20]"
242 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='PV1' 0.0024 InhToExc.json 1.1 15.0 gaussianLL_Laminar "['somatic', 'basal', 'apical']" exp2syn "[0.0, 1e+20]"
243 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='Sst' 0.0024 InhToExc.json 1.7 15.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
244 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='VIP' 4.7999999999999994e-05 InhToExc.json 1.7 15.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
245 location=='L2'&ei=='2e1' location=='L6'&ei=='2e1' 0.00035 ExcToExc.json 4.9 5.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
246 location=='L4'&ei=='2e1' location=='L6'&ei=='2e1' 0.00035 ExcToExc.json 4.2 5.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
247 location=='L5'&ei=='2e1' location=='L6'&ei=='2e1' 0.00035 ExcToExc.json 3.5 5.0 gaussianLL_Laminar "['basal', 'apical']" exp2syn "[0.0, 1e+20]"
248 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 0.006 ExcToInh.json 4.5 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
249 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 0.00375 ExcToInh.json 4.8 10.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
250 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 0.003 ExcToInh.json 4.8 5.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
251 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 0.003 ExcToInh.json 3.8 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
252 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 0.001875 ExcToInh.json 4.1 10.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
253 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 0.0015 ExcToInh.json 4.1 5.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
254 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 0.003 ExcToInh.json 3.1 15.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
255 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 0.001875 ExcToInh.json 3.4 10.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
256 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 0.0015 ExcToInh.json 3.4 5.0 gaussianLL_Laminar "['somatic', 'basal']" exp2syn "[0.0, 1e+20]"
