edge_type_id target_query source_query syn_weight target_sections weight_function weight_sigma model_template delay distance_range dynamics_params
221 location=='L4'&ei=='2e1' location=='L5'&ei=='2e1' 0.00035 "['basal', 'apical']" gaussianLL_Laminar 5.0 exp2syn 2.5 "[0.0, 1e+20]" ExcToExc.json
222 location=='L6'&ei=='2e1' location=='L5'&ei=='2e1' 0.00035 "['basal', 'apical']" gaussianLL_Laminar 5.0 exp2syn 1.8 "[0.0, 1e+20]" ExcToExc.json
223 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 0.003 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 2.6 "[0.0, 1e+20]" ExcToInh.json
224 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 0.001875 "['somatic', 'basal']" gaussianLL_Laminar 10.0 exp2syn 2.9 "[0.0, 1e+20]" ExcToInh.json
225 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 0.0015 "['somatic', 'basal']" gaussianLL_Laminar 5.0 exp2syn 2.9 "[0.0, 1e+20]" ExcToInh.json
226 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 0.003 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 2.1 "[0.0, 1e+20]" ExcToInh.json
227 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 0.001875 "['somatic', 'basal']" gaussianLL_Laminar 10.0 exp2syn 2.4 "[0.0, 1e+20]" ExcToInh.json
228 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 0.0015 "['somatic', 'basal']" gaussianLL_Laminar 5.0 exp2syn 2.4 "[0.0, 1e+20]" ExcToInh.json
229 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 0.003 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 1.4 "[0.0, 1e+20]" ExcToInh.json
230 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 0.001875 "['somatic', 'basal']" gaussianLL_Laminar 10.0 exp2syn 1.7 "[0.0, 1e+20]" ExcToInh.json
231 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 0.0015 "['somatic', 'basal']" gaussianLL_Laminar 5.0 exp2syn 1.7 "[0.0, 1e+20]" ExcToInh.json
232 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='Sst' 0.000792 ['basal'] gaussianLL_Laminar 15.0 exp2syn 2.4 "[0.0, 1e+20]" InhToInh.json
233 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='Sst' 0.000792 ['basal'] gaussianLL_Laminar 15.0 exp2syn 1.7 "[0.0, 1e+20]" InhToInh.json
234 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 ['basal'] gaussianLL_Laminar 15.0 exp2syn 2.4 "[0.0, 1e+20]" InhToInh.json
235 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='Sst' 0.0018479999999999998 ['basal'] gaussianLL_Laminar 15.0 exp2syn 1.7 "[0.0, 1e+20]" InhToInh.json
236 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 2.1 "[0.0, 1e+20]" InhToInh.json
237 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='PV1' 0.0005279999999999999 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 1.4 "[0.0, 1e+20]" InhToInh.json
238 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='PV1' 0.002424 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 2.5 "[0.0, 1e+20]" InhToInh.json
239 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='PV1' 0.002424 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 1.8 "[0.0, 1e+20]" InhToInh.json
240 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 ['basal'] gaussianLL_Laminar 15.0 exp2syn 2.4 "[0.0, 1e+20]" InhToInh.json
241 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2i1'&pop_name=='VIP' 0.047999999999999994 ['basal'] gaussianLL_Laminar 15.0 exp2syn 1.7 "[0.0, 1e+20]" InhToInh.json
242 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='PV1' 0.0024 "['somatic', 'basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 1.1 "[0.0, 1e+20]" InhToExc.json
243 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='Sst' 0.0024 "['basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 1.7 "[0.0, 1e+20]" InhToExc.json
244 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='VIP' 4.7999999999999994e-05 "['basal', 'apical']" gaussianLL_Laminar 15.0 exp2syn 1.7 "[0.0, 1e+20]" InhToExc.json
245 location=='L2'&ei=='2e1' location=='L6'&ei=='2e1' 0.00035 "['basal', 'apical']" gaussianLL_Laminar 5.0 exp2syn 4.9 "[0.0, 1e+20]" ExcToExc.json
246 location=='L4'&ei=='2e1' location=='L6'&ei=='2e1' 0.00035 "['basal', 'apical']" gaussianLL_Laminar 5.0 exp2syn 4.2 "[0.0, 1e+20]" ExcToExc.json
247 location=='L5'&ei=='2e1' location=='L6'&ei=='2e1' 0.00035 "['basal', 'apical']" gaussianLL_Laminar 5.0 exp2syn 3.5 "[0.0, 1e+20]" ExcToExc.json
248 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 0.006 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 4.5 "[0.0, 1e+20]" ExcToInh.json
249 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 0.00375 "['somatic', 'basal']" gaussianLL_Laminar 10.0 exp2syn 4.8 "[0.0, 1e+20]" ExcToInh.json
250 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 0.003 "['somatic', 'basal']" gaussianLL_Laminar 5.0 exp2syn 4.8 "[0.0, 1e+20]" ExcToInh.json
251 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 0.003 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 3.8 "[0.0, 1e+20]" ExcToInh.json
252 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 0.001875 "['somatic', 'basal']" gaussianLL_Laminar 10.0 exp2syn 4.1 "[0.0, 1e+20]" ExcToInh.json
253 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 0.0015 "['somatic', 'basal']" gaussianLL_Laminar 5.0 exp2syn 4.1 "[0.0, 1e+20]" ExcToInh.json
254 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 0.003 "['somatic', 'basal']" gaussianLL_Laminar 15.0 exp2syn 3.1 "[0.0, 1e+20]" ExcToInh.json
255 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 0.001875 "['somatic', 'basal']" gaussianLL_Laminar 10.0 exp2syn 3.4 "[0.0, 1e+20]" ExcToInh.json
256 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 0.0015 "['somatic', 'basal']" gaussianLL_Laminar 5.0 exp2syn 3.4 "[0.0, 1e+20]" ExcToInh.json
