edge_type_id target_query source_query weight_sigma syn_weight target_sections dynamics_params distance_range model_template delay weight_function
222 location=='L6'&ei=='2e1' location=='L5'&ei=='2e1' 5.0 0.00035 "['basal', 'apical']" ExcToExc.json "[0.0, 1e+20]" exp2syn 1.8 gaussianLL_Laminar
223 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 15.0 0.003 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 2.6 gaussianLL_Laminar
224 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 10.0 0.001875 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 2.9 gaussianLL_Laminar
225 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 5.0 0.0015 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 2.9 gaussianLL_Laminar
226 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 15.0 0.003 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 2.1 gaussianLL_Laminar
227 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 10.0 0.001875 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 2.4 gaussianLL_Laminar
228 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 5.0 0.0015 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 2.4 gaussianLL_Laminar
229 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 15.0 0.003 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 1.4 gaussianLL_Laminar
230 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 10.0 0.001875 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 1.7 gaussianLL_Laminar
231 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 5.0 0.0015 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 1.7 gaussianLL_Laminar
232 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='Sst' 15.0 0.000792 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 2.4 gaussianLL_Laminar
233 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='Sst' 15.0 0.000792 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 1.7 gaussianLL_Laminar
234 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='Sst' 15.0 0.0018479999999999998 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 2.4 gaussianLL_Laminar
235 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='Sst' 15.0 0.0018479999999999998 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 1.7 gaussianLL_Laminar
236 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='PV1' 15.0 0.0005279999999999999 "['somatic', 'basal']" InhToInh.json "[0.0, 1e+20]" exp2syn 2.1 gaussianLL_Laminar
237 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='PV1' 15.0 0.0005279999999999999 "['somatic', 'basal']" InhToInh.json "[0.0, 1e+20]" exp2syn 1.4 gaussianLL_Laminar
238 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='PV1' 15.0 0.002424 "['somatic', 'basal']" InhToInh.json "[0.0, 1e+20]" exp2syn 2.5 gaussianLL_Laminar
239 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='PV1' 15.0 0.002424 "['somatic', 'basal']" InhToInh.json "[0.0, 1e+20]" exp2syn 1.8 gaussianLL_Laminar
240 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2i1'&pop_name=='VIP' 15.0 0.047999999999999994 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 2.4 gaussianLL_Laminar
241 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2i1'&pop_name=='VIP' 15.0 0.047999999999999994 ['basal'] InhToInh.json "[0.0, 1e+20]" exp2syn 1.7 gaussianLL_Laminar
242 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='PV1' 15.0 0.0024 "['somatic', 'basal', 'apical']" InhToExc.json "[0.0, 1e+20]" exp2syn 1.1 gaussianLL_Laminar
243 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='Sst' 15.0 0.0024 "['basal', 'apical']" InhToExc.json "[0.0, 1e+20]" exp2syn 1.7 gaussianLL_Laminar
244 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='VIP' 15.0 4.7999999999999994e-05 "['basal', 'apical']" InhToExc.json "[0.0, 1e+20]" exp2syn 1.7 gaussianLL_Laminar
245 location=='L2'&ei=='2e1' location=='L6'&ei=='2e1' 5.0 0.00035 "['basal', 'apical']" ExcToExc.json "[0.0, 1e+20]" exp2syn 4.9 gaussianLL_Laminar
246 location=='L4'&ei=='2e1' location=='L6'&ei=='2e1' 5.0 0.00035 "['basal', 'apical']" ExcToExc.json "[0.0, 1e+20]" exp2syn 4.2 gaussianLL_Laminar
247 location=='L5'&ei=='2e1' location=='L6'&ei=='2e1' 5.0 0.00035 "['basal', 'apical']" ExcToExc.json "[0.0, 1e+20]" exp2syn 3.5 gaussianLL_Laminar
248 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 15.0 0.006 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 4.5 gaussianLL_Laminar
249 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 10.0 0.00375 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 4.8 gaussianLL_Laminar
250 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 5.0 0.003 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 4.8 gaussianLL_Laminar
251 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 15.0 0.003 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 3.8 gaussianLL_Laminar
252 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 10.0 0.001875 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 4.1 gaussianLL_Laminar
253 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 5.0 0.0015 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 4.1 gaussianLL_Laminar
254 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 15.0 0.003 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 3.1 gaussianLL_Laminar
255 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 10.0 0.001875 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 3.4 gaussianLL_Laminar
256 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 5.0 0.0015 "['somatic', 'basal']" ExcToInh.json "[0.0, 1e+20]" exp2syn 3.4 gaussianLL_Laminar
