edge_type_id target_query source_query weight_sigma weight_function distance_range delay model_template syn_weight target_sections dynamics_params
221 location=='L4'&ei=='2e1' location=='L5'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.5 exp2syn 0.00035 "['basal', 'apical']" ExcToExc.json
222 location=='L6'&ei=='2e1' location=='L5'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.8 exp2syn 0.00035 "['basal', 'apical']" ExcToExc.json
223 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.6 exp2syn 0.003 "['somatic', 'basal']" ExcToInh.json
224 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 10.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.9 exp2syn 0.001875 "['somatic', 'basal']" ExcToInh.json
225 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.9 exp2syn 0.0015 "['somatic', 'basal']" ExcToInh.json
226 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.1 exp2syn 0.003 "['somatic', 'basal']" ExcToInh.json
227 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 10.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.4 exp2syn 0.001875 "['somatic', 'basal']" ExcToInh.json
228 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.4 exp2syn 0.0015 "['somatic', 'basal']" ExcToInh.json
229 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.4 exp2syn 0.003 "['somatic', 'basal']" ExcToInh.json
230 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 10.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.7 exp2syn 0.001875 "['somatic', 'basal']" ExcToInh.json
231 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.7 exp2syn 0.0015 "['somatic', 'basal']" ExcToInh.json
232 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='Sst' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.4 exp2syn 0.000792 ['basal'] InhToInh.json
233 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='Sst' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.7 exp2syn 0.000792 ['basal'] InhToInh.json
234 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='Sst' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.4 exp2syn 0.0018479999999999998 ['basal'] InhToInh.json
235 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='Sst' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.7 exp2syn 0.0018479999999999998 ['basal'] InhToInh.json
236 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='PV1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.1 exp2syn 0.0005279999999999999 "['somatic', 'basal']" InhToInh.json
237 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='PV1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.4 exp2syn 0.0005279999999999999 "['somatic', 'basal']" InhToInh.json
238 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='PV1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.5 exp2syn 0.002424 "['somatic', 'basal']" InhToInh.json
239 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='PV1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.8 exp2syn 0.002424 "['somatic', 'basal']" InhToInh.json
240 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2i1'&pop_name=='VIP' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 2.4 exp2syn 0.047999999999999994 ['basal'] InhToInh.json
241 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2i1'&pop_name=='VIP' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.7 exp2syn 0.047999999999999994 ['basal'] InhToInh.json
242 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='PV1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.1 exp2syn 0.0024 "['somatic', 'basal', 'apical']" InhToExc.json
243 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='Sst' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.7 exp2syn 0.0024 "['basal', 'apical']" InhToExc.json
244 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='VIP' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 1.7 exp2syn 4.7999999999999994e-05 "['basal', 'apical']" InhToExc.json
245 location=='L2'&ei=='2e1' location=='L6'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 4.9 exp2syn 0.00035 "['basal', 'apical']" ExcToExc.json
246 location=='L4'&ei=='2e1' location=='L6'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 4.2 exp2syn 0.00035 "['basal', 'apical']" ExcToExc.json
247 location=='L5'&ei=='2e1' location=='L6'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 3.5 exp2syn 0.00035 "['basal', 'apical']" ExcToExc.json
248 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 4.5 exp2syn 0.006 "['somatic', 'basal']" ExcToInh.json
249 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 10.0 gaussianLL_Laminar "[0.0, 1e+20]" 4.8 exp2syn 0.00375 "['somatic', 'basal']" ExcToInh.json
250 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 4.8 exp2syn 0.003 "['somatic', 'basal']" ExcToInh.json
251 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 3.8 exp2syn 0.003 "['somatic', 'basal']" ExcToInh.json
252 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 10.0 gaussianLL_Laminar "[0.0, 1e+20]" 4.1 exp2syn 0.001875 "['somatic', 'basal']" ExcToInh.json
253 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 4.1 exp2syn 0.0015 "['somatic', 'basal']" ExcToInh.json
254 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 15.0 gaussianLL_Laminar "[0.0, 1e+20]" 3.1 exp2syn 0.003 "['somatic', 'basal']" ExcToInh.json
255 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 10.0 gaussianLL_Laminar "[0.0, 1e+20]" 3.4 exp2syn 0.001875 "['somatic', 'basal']" ExcToInh.json
256 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 5.0 gaussianLL_Laminar "[0.0, 1e+20]" 3.4 exp2syn 0.0015 "['somatic', 'basal']" ExcToInh.json
