edge_type_id target_query source_query delay syn_weight distance_range target_sections weight_function model_template dynamics_params weight_sigma
223 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 2.6 0.003 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 15.0
224 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 2.9 0.001875 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 10.0
225 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 2.9 0.0015 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 5.0
226 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 2.1 0.003 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 15.0
227 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 2.4 0.001875 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 10.0
228 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 2.4 0.0015 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 5.0
229 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2e1' 1.4 0.003 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 15.0
230 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2e1' 1.7 0.001875 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 10.0
231 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2e1' 1.7 0.0015 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 5.0
232 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='Sst' 2.4 0.000792 "[0.0, 1e+20]" ['basal'] gaussianLL_Laminar exp2syn InhToInh.json 15.0
233 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='Sst' 1.7 0.000792 "[0.0, 1e+20]" ['basal'] gaussianLL_Laminar exp2syn InhToInh.json 15.0
234 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='Sst' 2.4 0.0018479999999999998 "[0.0, 1e+20]" ['basal'] gaussianLL_Laminar exp2syn InhToInh.json 15.0
235 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='Sst' 1.7 0.0018479999999999998 "[0.0, 1e+20]" ['basal'] gaussianLL_Laminar exp2syn InhToInh.json 15.0
236 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='PV1' 2.1 0.0005279999999999999 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn InhToInh.json 15.0
237 location=='L6'&ei=='2i1'&pop_name=='VIP' location=='L5'&ei=='2i1'&pop_name=='PV1' 1.4 0.0005279999999999999 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn InhToInh.json 15.0
238 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='PV1' 2.5 0.002424 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn InhToInh.json 15.0
239 location=='L6'&ei=='2i1'&pop_name=='PV1' location=='L5'&ei=='2i1'&pop_name=='PV1' 1.8 0.002424 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn InhToInh.json 15.0
240 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2i1'&pop_name=='VIP' 2.4 0.047999999999999994 "[0.0, 1e+20]" ['basal'] gaussianLL_Laminar exp2syn InhToInh.json 15.0
241 location=='L6'&ei=='2i1'&pop_name=='Sst' location=='L5'&ei=='2i1'&pop_name=='VIP' 1.7 0.047999999999999994 "[0.0, 1e+20]" ['basal'] gaussianLL_Laminar exp2syn InhToInh.json 15.0
242 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='PV1' 1.1 0.0024 "[0.0, 1e+20]" "['somatic', 'basal', 'apical']" gaussianLL_Laminar exp2syn InhToExc.json 15.0
243 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='Sst' 1.7 0.0024 "[0.0, 1e+20]" "['basal', 'apical']" gaussianLL_Laminar exp2syn InhToExc.json 15.0
244 location=='L6'&ei=='2e1' location=='L5'&ei=='2i1'&pop_name=='VIP' 1.7 4.7999999999999994e-05 "[0.0, 1e+20]" "['basal', 'apical']" gaussianLL_Laminar exp2syn InhToExc.json 15.0
245 location=='L2'&ei=='2e1' location=='L6'&ei=='2e1' 4.9 0.00035 "[0.0, 1e+20]" "['basal', 'apical']" gaussianLL_Laminar exp2syn ExcToExc.json 5.0
246 location=='L4'&ei=='2e1' location=='L6'&ei=='2e1' 4.2 0.00035 "[0.0, 1e+20]" "['basal', 'apical']" gaussianLL_Laminar exp2syn ExcToExc.json 5.0
247 location=='L5'&ei=='2e1' location=='L6'&ei=='2e1' 3.5 0.00035 "[0.0, 1e+20]" "['basal', 'apical']" gaussianLL_Laminar exp2syn ExcToExc.json 5.0
248 location=='L2'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 4.5 0.006 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 15.0
249 location=='L2'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 4.8 0.00375 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 10.0
250 location=='L2'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 4.8 0.003 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 5.0
251 location=='L4'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 3.8 0.003 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 15.0
252 location=='L4'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 4.1 0.001875 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 10.0
253 location=='L4'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 4.1 0.0015 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 5.0
254 location=='L5'&ei=='2i1'&pop_name=='PV1' location=='L6'&ei=='2e1' 3.1 0.003 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 15.0
255 location=='L5'&ei=='2i1'&pop_name=='Sst' location=='L6'&ei=='2e1' 3.4 0.001875 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 10.0
256 location=='L5'&ei=='2i1'&pop_name=='VIP' location=='L6'&ei=='2e1' 3.4 0.0015 "[0.0, 1e+20]" "['somatic', 'basal']" gaussianLL_Laminar exp2syn ExcToInh.json 5.0
